0	0	0	0	0.5
0.005	2.676	0	0	0.5
0.01	12.848	0	0	0.5
0.015	30.838	0	0	0.5
0.02	54.285	0	0	0.5
0.025	84.2	0	0	0.5
0.03	122.13	1.125	0	0.5
0.035	171.31	4.03	0	0.5
0.04	217.25	7.53	0	0.5
0.045	278.75	13.524	0	0.5
0.05	337.79	20.61	0	0.5
0.055	407.96	31.452	0	0.5
0.06	479.63	45.345	0	0.5
0.065	565.64	65.85	1.125	0.5
0.07	641.15	87.39	2.5	0.5
0.075	729.94	117.34	4.22	0.5
0.08	806.1	147.13	6.13	0.5
0.085	899.5	189.88	9.98	0.5
0.09	982.14	232.61	14.953	0.5
0.095	1081.6	290.42	23.28	0.5
0.1	1169.4	347.35	33.478	0.5
0.105	1261.2	412.69	47.402	0.5
0.11	1344.8	477.63	64.084	0.5
0.115	1440.2	557.44	88.28	0.5
0.12	1519.2	628.34	113.75	0.5
0.125	1616.8	722.18	153	0.5
0.13	1705.8	812.29	195.97	0.5
0.135	1790.2	901.72	243.94	0.5
0.14	1874	993.75	298.96	0.5
0.145	1961	1092.3	364.21	0.5
0.15	2040	1183.8	430.67	0.5
0.155	2129.8	1289.3	514	0.5
0.16	2219.4	1395.6	606.21	0.5
0.165	2297.8	1488.9	692.73	0.5
0.17	2383.8	1591.2	793.42	0.5
0.175	2466.3	1689	894.52	0.5
0.18	2549.2	1786.3	999.38	0.5
0.185	2636.5	1887.6	1111.6	0.5
0.19	2732.2	1997.2	1235.7	0.5
0.195	2809.5	2084.4	1335.2	0.5
0.2	2903	2188.8	1453.3	0.5
0.205	2985.5	2280	1554.7	0.5
0.21	3076.5	2379.5	1662.3	0.5
0.215	3164.3	2474.6	1760.8	0.5
0.22	3265.1	2582.3	1866.6	0.5
0.225	3350.3	2672.4	1949.7	0.5
0.23	3448.3	2774.8	2037.9	0.5
0.235	3530.5	2859.2	2104.4	0.5
0.24	3634.1	2963.7	2179	0.5
0.245	3729.4	3058.4	2239.6	0.5
0.25	3821.3	3147.2	2290.4	0.5
0.255	3913.1	3234.1	2334.2	0.5
0.26	4009.1	3322.3	2373.2	0.5
0.265	4096.6	3399.9	2402.9	0.5
0.27	4195.9	3485.2	2431.2	0.5
0.275	4294.3	3565.3	2453.2	0.5
0.28	4379.4	3631.2	2468.6	0.5
0.285	4471.1	3698.6	2482.1	0.5
0.29	4557.6	3757.8	2492.6	0.5
0.295	4642.8	3811.8	2501.5	0.5
0.3	4730.3	3862.5	2510.1	0.5
0.305	4823	3910.8	2519.2	0.5
0.31	4895	3944	2526.9	0.5
0.315	4978.6	3977.7	2537.2	0.5
0.32	5048.8	4002.5	2547.2	0.5
0.325	5122	4024.7	2559.5	0.5
0.33	5188	4041.8	2572.3	0.5
0.335	5257.7	4057	2588.4	0.5
