0	0	0	0	0
0.005	10.304	0.3	0.362	3.0006
0.01	59.93	2.21	2.6075	3.0006
0.015	160.28	5.004	5	3.0006
0.02	301.85	6	4.265	3.0006
0.025	491.24	7.782	1.43	3.0006
0.03	742.7	15.202	-0.72	3.0006
0.035	1075.1	34.53	-0.97	3.0006
0.04	1389.4	61.69	1.19	3.0006
0.045	1814.9	110.2	3.556	3.0006
0.05	2222.1	168.51	5.01	2.2504
0.055	2683.6	254.39	6.448	0
0.06	3099.4	361.2	9.28	0
0.065	3537.2	520.51	20.815	0
0.07	3873.8	690.63	41.406	0
0.075	4220.4	920.19	76.22	0
0.08	4468.4	1138.6	113.47	0
0.085	4716.7	1429.9	171.54	0
0.09	4897.8	1708.5	238.92	0
0.095	5071.9	2069.3	348.69	0
0.1	5190.6	2406.4	472.95	0
0.105	5279.6	2769.7	630.78	0
0.11	5330	3103.9	800.82	0
0.115	5358.6	3483.8	1026.5	0
0.12	5363	3794.4	1245.8	0
0.125	5348.7	4169.4	1561	0
0.13	5321.6	4495.3	1884.4	0
0.135	5285.6	4783.3	2219.6	0
0.14	5242.8	5044.8	2576.5	0
0.145	5196	5289.3	2969.5	0
0.15	5155.6	5485.5	3342.3	0
0.155	5115	5679.3	3776.5	0
0.16	5082.3	5833.7	4208.4	0
0.165	5060.5	5941.2	4575.6	0
0.17	5046.7	6029.3	4957.7	0
0.175	5044.2	6088.8	5297.8	0
0.18	5053.6	6126.5	5606.2	0
0.185	5076.5	6144.8	5885.6	0
0.19	5113.6	6145.3	6128.6	0
0.195	5152.6	6129.4	6265.9	0
0.2	5210.5	6098.2	6359.3	0
0.205	5269.8	6064.4	6381.2	0
0.21	5343.2	6021.6	6337.7	0
0.215	5419.4	5975.9	6231.7	0
0.22	5510.4	5918.7	6039.6	0
0.225	5589.7	5866.9	5822.5	0
0.23	5682.2	5804.8	5524.2	0
0.235	5760.1	5749.7	5237	0
0.24	5855	5674.8	4838.4	0
0.245	5938	5597.9	4444.6	0
0.25	6011.5	5515.3	4051.3	0
0.255	6078	5422.5	3650.7	0
0.26	6138.4	5312.8	3233.6	0
0.265	6183.5	5199.8	2863.4	0
0.27	6220.9	5053.7	2459.2	0
0.275	6238.3	4885.7	2089.5	0
0.28	6238.4	4723.4	1796.8	0
0.285	6219.5	4528.7	1516.2	0
0.29	6180.9	4327.7	1288.1	0
0.295	6121.3	4113.1	1103	0
0.3	6034.9	3876.8	955.66	0
0.305	5912.5	3610.4	847.22	0
0.31	5789.7	3392.1	802.38	0
0.315	5612	3130.7	791.82	0
0.32	5431.4	2905	812.84	0
0.325	5204.4	2665.2	866.24	0
0.33	4959.7	2446.9	939.22	0
0.335	4649.8	2216.1	1040.9	0
0.34	4363	2039.7	1136.2	0
0.345	4009.5	1858.3	1249.3	0
0.35	3692.7	1726.8	1342.3	0
0.355	3289.9	1592.1	1445.3	0
0.36	2921.7	1492.9	1524.8	0
0.365	2467.5	1396.7	1601.7	0
0.37	2057.6	1329	1650.6	0
0.375	1622.6	1272.2	1680.6	0
0.38	1223.6	1229.6	1688.3	0
0.385	769.63	1187.4	1672.7	0
0.39	396.66	1154.2	1639	0
0.395	-55.29	1108.4	1571.6	0
0.4	-454.81	1057.5	1488.7	0
0.405	-818.77	996.21	1390.9	0
0.41	-1160.9	918.66	1276.6	0
0.415	-1492.8	816.58	1141.5	0
0.42	-1770.4	701.25	1005.3	0
0.425	-2057.3	542.62	837	0
0.43	-2304.4	347.95	655.38	0
0.435	-2492.1	152.2	488.13	0
0.44	-2665.7	-90.57	296.46	0
0.445	-2802.2	-348.41	106.11	0
0.45	-2911	-629.37	-90.63	0
0.455	-2997	-945.02	-302.81	0
0.46	-3062.3	-1308	-540.78	0
0.465	-3093.6	-1610.3	-737.44	0
0.47	-3111.6	-1980.2	-980.57	0
0.475	-3115.3	-2305.7	-1198.7	0
0.48	-3109.4	-2657.7	-1444.1	0
0.485	-3097.2	-2984.9	-1684.6	0
0.49	-3081.6	-3340.3	-1963.7	0
0.495	-3070.7	-3620.1	-2202	0
0.5	-3063.8	-3914.7	-2476.9	0
0.505	-3064.5	-4134.2	-2706.7	0
0.51	-3080	-4363.5	-2979.9	0
0.515	-3105.4	-4534.9	-3215	0
0.52	-3152.7	-4699.9	-3485.2	0
0.525	-3210.1	-4811.2	-3710.7	0
0.53	-3286.7	-4894.1	-3930.5	0
0.535	-3371.9	-4940.5	-4112.6	0
0.54	-3485.3	-4963.9	-4295.8	0
0.545	-3593.8	-4960.6	-4422.7	0
0.55	-3744.8	-4927.9	-4543.2	0
0.555	-3895.2	-4878.9	-4616.9	0
0.56	-4048.1	-4818.3	-4651.2	0
